autor_id,ime,prezime,godina_rodjenja,drzava
13799,Al,Aluston,1930,Rusija
13800,Vitalij,Darenskij,1962,Italija
13801,Ivan,Doneckij,1985,Rusija
13802,Vladimir,Kazmin,1981,Rusija
13803,Varvara,Melehova,1995,Rusija
13804,Mihail,Nadežin,1963,Rusija
13805,Sergej,Prasolov,1918,Rusija
13806,Aleksej,Polubota,1942,Sjedinjene Američke Države
13807,Larisa,Mosenko,1979,Ujedinjeno Kraljevstvo
13808,Julija,Sergeeva,1944,Rusija
13809,Altana,Šojžilova,1982,Rusija
13810,Aleksandr,Ščipkov,1957,Rusija
13811,Marina,Snežnaja,1980,Rusija
13812,Vladislav,Ščerbak,1978,Nemačka
13813,Julija,Komolceva,1971,Rusija
13814,Rizo Dovari,Ardakani,1937,Poljska
13815,Elena,Fomina,1979,Rusija
13816,Vladlen,Nemec,1966,Rusija
13817,Arip,Pira,1969,Nemačka
13818,Sofja,Moreva,1981,Rusija
13819,Vasilisa,Piterskaja,1960,Rusija
13820,Tatjana,Bočarova,1973,Ujedinjeno Kraljevstvo
13821,Anastasija,Kalmikova,1967,Ujedinjeno Kraljevstvo
13822,Mihail,Bolle,1981,Sjedinjene Američke Države
13823,Kevin,Kelli,1952,Sjedinjene Američke Države
13824,Devid,Linden,1991,Ujedinjeno Kraljevstvo
13825,Fedor,Buslaev,1826,Rusija
13826,Viktor,Koljužnjak,1962,Rusija
13827,Julija,Černih,1993,Ujedinjeno Kraljevstvo
13828,Tatjana,Romanova,1975,Rusija
13829,Denis,Ovsjanik,1987,Sjedinjene Američke Države
13830,Aleksandr,Fomin,1957,Rusija
13831,Eduard,Vlasov,1948,Rusija
13832,Ogjust,Eskofe,1846,Francuska
13833,Maikl,Sosnin,1964,Rusija
13834,Anna,Muraško,1969,Rusija
13835,Kamin,Mohammadi,1978,Rusija
13836,Merion,Bredli,1930,Sjedinjene Američke Države
13837,Mihail,Katukov,1900,Savez Sovjetskih Socijalističkih Republika
13838,Endrju,Miller,1964,Nemačka
13839,Aleksej,Novikov-Priboj,1877,Savez Sovjetskih Socijalističkih Republika
13840,Vladimir,Mamin,1969,Sjedinjene Američke Države
13841,Mettju,Džokers,1979,Sjedinjene Američke Države
13842,Džodi,Arčer,1980,Rusija
13843,Andrej,Grecov,1959,Nemačka
13844,Anastasija,Azbel,1978,Sjedinjene Američke Države
13845,Aleksandr,Kuvšinov,1994,Francuska
13846,Džon,Makdugall,1958,Rusija
13847,Meri,Makdugall,1969,Rusija
13848,Lada,Kutuzova,1977,Sjedinjene Američke Države
13849,Kristin,Barnett,1966,Rusija
13850,Aleks,Šerer,1959,Rusija
13851,Anton,Farutin,1954,Japan
13852,Irina,Kalganova,1992,Rusija
13853,Igor,Mosjagin,1985,Rusija
13854,Evgenij,Nikitin,1965,Francuska
13855,Mihail,Roskostov,1961,Sjedinjene Američke Države
13856,Pavel,Rupasov,1932,Ujedinjeno Kraljevstvo
13857,Vadim,Bakaušin,1961,Rusija
13858,Anna,Andreeva,1915,Rusija
13859,Mihail,Balašov,1964,Ujedinjeno Kraljevstvo
13860,Konstantin,Klovov,1961,Ujedinjeno Kraljevstvo
13861,Vasilij,Popov,1930,Sjedinjene Američke Države
13862,Sergej,Porohov,1931,Srbija
13863,Irina,Repina,1976,Rusija
13864,Gleb,Samburov,1934,Rusija
13865,Vladimir,Solomonov,1954,Rusija
13866,Oleg,Filatov,1926,Savez Sovjetskih Socijalističkih Republika
13867,Alla,Edžiofor,1982,Srbija
13868,Anton,Lobutinskij,1979,Rusija
13869,Elena,Nelunova,1990,Srbija
13870,Ivan,Artemev,1968,Ujedinjeno Kraljevstvo
13871,Nikolaj,Feoktistov,1967,Italija
13872,Helen,Sprakling,1959,Rusija
13873,Pola,Hokins,1972,Ujedinjeno Kraljevstvo
13874,Ulf,Ekman,1950,Švedska
13875,Emili,Nagoski,1977,Sjedinjene Američke Države
13876,Natalja,Lučnikova,1991,Nemačka
13877,Elena,Černikova,1962,Francuska
13878,Odile,Fernandes,1968,Sjedinjene Američke Države
13879,Czin Chon,Li,1960,Rusija
13880,Nika,Solniškina,1981,Francuska
13881,Adriana,Trižiani,1986,Rusija
13882,Maksim,Solodkij,1990,Kanada
13883,Mihail,Loginov,1975,Rusija
13884,Natalja,Bespalova,1948,Francuska
13885,Jurij,Bespalov,1947,Sjedinjene Američke Države
13886,Džodi,Anderson,1957,Sjedinjene Američke Države
13887,Valerij,Gubin,1980,Poljska
13888,Boris,Emeljanov,1965,Italija
13889,Mihail,Ganopolskij,1967,Rusija
13890,Margarita,Malinina,1972,Sjedinjene Američke Države
13891,Robert,Gamerling,1830,Rusija
13892,Vladimir,Grinspon,1995,Poljska
13893,L.,Žuglja,1979,Rusija
13894,Romantičnij,Dominant,1979,Sjedinjene Američke Države
13895,Irina,Ferova,1990,Ujedinjeno Kraljevstvo
13896,Irina,Jankina,1984,Rusija
13897,Herbjorg,Vassmu,1942,Norveška
13898,Valentina,Moiseeva,1966,Rusija
13899,Žjuli,Koška,1983,Rusija
13900,Olga,Jakovleva,1961,Rusija
13901,Aleksej,Ponedelčenko,1972,Sjedinjene Američke Države
13902,Dmitrij,Sokolov,1988,Rusija
13903,Debora,Grejs,1982,Rusija
13904,Anne,Astileros,1976,Sjedinjene Američke Države
13905,Pavel,Šabarin,1969,Rusija
13906,Marina,Stekolnikova,1985,Ujedinjeno Kraljevstvo
13907,Egor,Lisicin,1970,Italija
13908,Hezer,Morris,1975,Nemačka
13909,Dmitrij,Gudkov,1980,Rusija
13910,Tatjana,Fomina,1954,Estonija
13911,Džej,Hejnriks,1960,Rusija
13912,Timofej,Dobičin,1937,Italija
13913,Vladislav,Stebel,1953,Rusija
13914,N.,Lang,1981,Francuska
13915,Evgenij,Vedeneev,1964,Ujedinjeno Kraljevstvo
13916,Robert,Kvinta,1974,Sjedinjene Američke Države
13917,Aleksandr,Relder,1994,Francuska
13918,Valerija,Malevannaja,1965,Rusija
13919,Elena,Svetova,1940,Rusija
13920,Anton,Truhanov,1966,Rusija
13921,Svetlana,Poljakova,1978,Rusija
13922,Emili,Lokhart,1953,Rusija
13923,Zoja,Aleksandrova,1917,Savez Sovjetskih Socijalističkih Republika
13924,Svetlana,Kondrateva,1970,Francuska
13925,Mihail,Škarovskij,1991,Ujedinjeno Kraljevstvo
13926,Iren,Burg,1957,Rusija
13927,Džozef,Gaer,1962,Francuska
13928,Marina,Rjabočenko,1948,Nemačka
13929,Andrej,Bičkov,1945,Nemačka
13930,Elena,Grossman,1982,Italija
13931,Les,Giblin,1914,Nemačka
13932,Timur,Gareev,1988,Sjedinjene Američke Države
13933,Aleksandr,Varakin,1975,Italija
13934,Pavel,Fedorov,1986,Nemačka
13935,Mihail,Solncev,1993,Rusija
13936,Aleksandr,Poljarnij,1993,Nemačka
13937,Nikol,Štaudinger,1962,Italija
13938,Dejv,Zobel,1973,Sjedinjene Američke Države
13939,Vitalij,Grigorovskij,1968,Sjedinjene Američke Države
13940,Mihail,Perlovskij,1964,Rusija
13941,Aleksej,Golovlev,1973,Kanada
13942,Mihail,Ščerbačenko,1978,Rusija
13943,Ivan,Varovin,1994,Sjedinjene Američke Države
13944,Lourens,Stejnberg,1982,Italija
13945,Olga,Šestak,1963,Ujedinjeno Kraljevstvo
13946,Ljudmila,Levčenko,1950,Ukrajina
13947,O.,Dudčenko,1963,Italija
13948,Insun,Kim,1970,Srbija
13949,Sebasten,Falletti,1982,Italija
13950,Aleksandr,Amurčik,1930,Francuska
13951,Marija,Novikova,1895,Ruska Imperija
13952,Grigorij,Nasibjan,1976,Italija
13953,Sergej,Karpov,1961,Rusija
13954,Maksim,Maskal,1966,Sjedinjene Američke Države
13955,Role,Elodi,1969,Rusija
13956,Selin,Darno,1958,Rusija
13957,Aleksandr,Zabusov,1970,Francuska
13958,Valerij,Maslov,1981,Rusija
13959,Valentina,Čebotkova,1973,Italija
13960,Vladimir,Žolobov,1971,Francuska
13961,Nikolaj,Solovev,1951,Rusija
13962,Marija,Gavrilova,1896,Ukrajina
13963,Lejsan,Sabitova,1953,Rusija
13964,Miroslav,Kruc,1987,Ujedinjeno Kraljevstvo
13965,Džin,Tvendž,1971,Sjedinjene Američke Države
13966,Aleksandr,Zinovev,1961,Ukrajina
13967,Nikita,Bičurin,1808,Sjedinjene Američke Države
13968,Miša,Pevzner,1987,Nemačka
13969,Angelika,DeGare,1995,Sjedinjene Američke Države
13970,Aldar,Kose,1986,Rusija
13971,Klark,Braun,1972,Sjedinjene Američke Države
13972,Džin,Pendzivol,1992,Nemačka
13973,Marina,Bagrova,1945,Sjedinjene Američke Države
13974,Tomas,Braun,1605,Ujedinjeno Kraljevstvo
13975,Elin,Sjoberg,1981,Kanada
13976,David,Hajat,1960,Rusija
13977,M.,Bennett,1963,Ujedinjeno Kraljevstvo
13978,Solomon,Volkov,1944,Sjedinjene Američke Države
13979,Olga,Dzjuba,1981,Rusija
13980,Alvin,Almazov,1989,Rusija
13981,HizerAš,Amara,1965,Rusija
13982,Nina,Demina,1977,Ujedinjeno Kraljevstvo
13983,Valerij,Šnurenko,1992,Sjedinjene Američke Države
13984,Darja,Gontar,1977,Rusija
13985,Sergej,Kravčenko,1977,Rusija
13986,Diana,Rejdo,1966,Rusija
13987,Tatjana,Ross,1985,Rusija
13988,Jana,Agarunova,1976,Nemačka
13989,Anuška,Riz,1993,Ujedinjeno Kraljevstvo
13990,Irina,Vackovskaja,1973,Sjedinjene Američke Države
13991,Elena,Ušakovskaja,1978,Sjedinjene Američke Države
13992,Ženja,Dekina,1985,Rusija
13993,Olga,Trjuhan,1984,Srbija
13994,Vladimir,Hrustalev,1949,Poljska
13995,Vera,Kaspari,1899,Sjedinjene Američke Države
13996,Anna,Čarova,1986,Sjedinjene Američke Države
13997,Robin,Noks-Džonston,1983,Sjedinjene Američke Države
13998,Platon,Vozdviženskij,1970,Poljska
13999,Sergej,Stavinskij,1983,Sjedinjene Američke Države
14000,Vladimir,Kolesnikov,1935,Savez Sovjetskih Socijalističkih Republika
14001,Petr,Bograd,1948,Ujedinjeno Kraljevstvo
14002,Anna,Vasileva,1991,Rusija
14003,Nadežda,Durova,1783,Ruska Imperija
14004,Olga,Čistjakova,1957,Sjedinjene Američke Države
14005,Petr,Gannuškin,1982,Francuska
14006,Viktor,Rohlin,1970,Sjedinjene Američke Države
14007,Anna,Mulen,1961,Rusija
14008,Jurij,Švec,1953,Rusija
14009,Hizer,Šumejker,1972,Rusija
14010,Eduard,Snitko,1934,Sjedinjene Američke Države
14011,Leon,Bakst,1866,Francuska
14012,Entoni,Bivor,1946,Ujedinjeno Kraljevstvo
14013,Abdel,Sellu,1987,Sjedinjene Američke Države
14014,Julija,Kuklina,1970,Ujedinjeno Kraljevstvo
14015,Elena,Almalibre,1966,Francuska
14016,Ketlin,Adams,1950,Sjedinjene Američke Države
14017,Elena,Rezanova,1970,Rusija
14018,Aleksandr,Georgievskij,1945,Poljska
14019,Elena,Ruš,1933,Poljska
14020,Mihail,Djomin,1926,Savez Sovjetskih Socijalističkih Republika
14021,Marina,Bojko,1996,Ukrajina
14022,Aleksandra,Monro,1987,Japan
14023,Artem,Sitdikov,1971,Srbija
14024,Andrej,Minčenko,1946,Sjedinjene Američke Države
14025,Elena,Laktionova,1986,Rusija
14026,Igor,Sorkin,1979,Rusija
14027,Viktor,Gončar,1970,Rusija
14028,Aleksandr,Šišonin,1978,Rusija
14029,Oleg,Nesterov,1961,Rusija
14030,Vladimir,Popondopulo,1960,Srbija
14031,Elena,Slepčenko,1949,Rusija
14032,Albert,Sisoev,1950,Rusija
14033,Lilija,Migaro,1968,Ujedinjeno Kraljevstvo
14034,Ekaterina,Makarova,1992,Sjedinjene Američke Države
14035,Arcun,Akopjan,1974,Sjedinjene Američke Države
14036,Evgenij,Harikin,1966,Ujedinjeno Kraljevstvo
14037,Gennadij,Sokolov,1977,Rusija
14038,Viktorija,Kalemina,1980,Srbija
14039,Mihail,Belousov,1975,Sjedinjene Američke Države
14040,Anna,Kempbell,1594,Rusija
14041,Sergej,Pančenko,1972,Italija
14042,Natalija,Mjasnikova,1993,Sjedinjene Američke Države
14043,Nikolaj,Rakov,1908,Savez Sovjetskih Socijalističkih Republika
14044,Meri,Blejni,1821,Sjedinjene Američke Države
14045,Rut,Lengan,1964,Srbija
14046,Patricija,Gefni,1953,Rusija
14047,Dmitrij,Sanin,1970,Francuska
14048,Milena,Zagorskaja,1988,Ujedinjeno Kraljevstvo
14049,Olga,Jarošinskaja,1973,Sjedinjene Američke Države
14050,Saru,Brierli,1984,Nemačka
14051,Helen,Bjančin,1959,Ujedinjeno Kraljevstvo
14052,Ksenija,Ueda,1978,Srbija
14053,Aleksandr,Gromilin,1975,Rusija
14054,Ben,Hjuitt,1953,Sjedinjene Američke Države
14055,Natalja,Panina,1958,Sjedinjene Američke Države
14056,Tatjana,Gudima,1972,Sjedinjene Američke Države
14057,Uiljam,Engdal,1972,Japan
14058,S.,Grouv,1975,Italija
14059,Oleg,Šmakov,1973,Rusija
14060,S.,Malinovski,1990,Rusija
14061,Malin,Rjudal,1981,Poljska
14062,Ekaterina,Krongauz,1984,Rusija
14063,Mihail,Bajkov,1925,Rusija
14064,Valerij,Pikulev,1974,Sjedinjene Američke Države
14065,Klavdija,Hohbrun,1981,Rusija
14066,Olga,Tjuleneva,1985,Francuska
14067,Han,Fej-czi,1979,Rusija
14068,Gleb,Kaščeev,1970,Ujedinjeno Kraljevstvo
14069,Semen,Vasjukov,1860,Ujedinjeno Kraljevstvo
14070,Aleksandr,Zaslavskij,1550,Državna zajednica Poljske i Litvanije
14071,Majkl,Menson,1945,Srbija
14072,Raušan,Salihov,1974,Italija
14073,Iren,Randeler,1949,Nemačka
14074,Pedro,Domingos,2000,Portugalija
14075,P.,Nikonovič,1939,Rusija
14076,Aleksandr,Malcev,1879,Savez Sovjetskih Socijalističkih Republika
14077,Aleksandr,Pankratov-Čjornij,1949,Rusija
14078,Viktor,Severskij,1964,Rusija
14079,Džoan,Druett,1963,Ujedinjeno Kraljevstvo
14080,Miroslav,Odinak,1985,Francuska
14081,Sergej,Živolupov,1969,Rusija
14082,Viktor,Kagan,1963,Francuska
14083,Vladislav,Uhov,1988,Rusija
14084,Elizabet,Frimantl,1964,Rusija
14085,Devid,Levi,1961,Rusija
14086,Džoel,Kilpatrik,1964,Rusija
14087,Tatjana,Semenistaja,1985,Ujedinjeno Kraljevstvo
14088,Mihail,Ginzburg,1974,Sjedinjene Američke Države
14089,Aleksandra,Arsenteva,1959,Rusija
14090,Nadežda,Kozimaeva,1990,Italija
14091,Dmitrij,Zaharov,1991,Sjedinjene Američke Države
14092,Leonid,Gurčenko,1957,Rusija
14093,Alisa,Samburskaja,1983,Srbija
14094,Džin,Grivz,1972,Rusija
14095,Trevis,Bredberri,1961,Poljska
14096,Irina,Lesina,1971,Rusija
14097,Vladimir,Erošin,1993,Ujedinjeno Kraljevstvo
14098,Svetlana,Guseva,1954,Italija
14099,Georgij,Lerner,1987,Italija
14100,Irina,Lobačjova,1973,Rusija
14101,O.,Druz,1989,Nemačka
14102,A.,Napreenko,1973,Poljska
14103,N.,Petrina,1976,Ujedinjeno Kraljevstvo
14104,Nadežda,Makatrova,1983,Japan
14105,SatoJa,sama,1988,Rusija
14106,Galina,Klimova,1942,Rusija
14107,Valerij,Zimin,1931,Rusija
14108,Irina,Karpuhina,1980,Rusija
14109,Aleksej,Mefokirov,1987,Rusija
14110,Genrih,Štoll,1814,Sjedinjene Američke Države
14111,Jana,Anohina,1975,Rusija
14112,Gaj,Butbi,1930,Ujedinjeno Kraljevstvo
14113,Bertram,Robinson,1939,Poljska
14114,Žak,Fatrell,1875,Sjedinjene Američke Države
14115,Džozef,Fletčer,1920,Sjedinjene Američke Države
14116,Ričard,Marš,1945,Rusija
14117,Genri Seton,Merrimen,1978,Rusija
14118,Gregori,Skvajrz,1987,Rusija
14119,Ernest Uiljam,Hornung,1866,Ujedinjeno Kraljevstvo Velike Britanije i Irske
14120,Igor,Lipsic,1975,Rusija
14121,K,Mazet,1970,Rusija
14122,L.,Bing,1970,Italija
14123,Anja,Ivanovič,1972,Sjedinjene Američke Države
14124,Bob,Batčelor,1965,Rusija
14125,The Ksenechka,Davidson,1930,Sjedinjene Američke Države
14126,Zulejka,Douson,1952,Rusija
14127,Matvej,Grečko,1966,Rusija
14128,Anastasija,Borisova,1986,Italija
14129,Olga,Sviridenkova,1956,Srbija
14130,Svetlana,Himič,1931,Ujedinjeno Kraljevstvo
14131,Evgenij,Ponasenkov,1982,Rusija
14132,Marina,Solomčenko,1978,Sjedinjene Američke Države
14133,Olga,Gorbačeva,1966,Sjedinjene Američke Države
14134,Nadežda,Serebrennikova,1979,Francuska
14135,Andrej,Černov,1966,Rusija
14136,Aleksandr,Bubnov,1983,Nemačka
14137,Evgenija,Majer,1988,Sjedinjene Američke Države
14138,Ljudmila,Barišnikova,1944,Rusija
14139,Larisa,Malmigina,1946,Italija
14140,Ričard,Šeperd,1990,Poljska
14141,Toru,Ville,1973,Sjedinjene Američke Države
14142,Vladislav,Hodasevič,1886,Francuska
14143,Uiljam,Džekobs,1863,Ujedinjeno Kraljevstvo
14144,Tomas,Balfinč,1831,Nemačka
14145,Džon,Graaf,1993,Rusija
14146,Devid,Vann,1990,Poljska
14147,Tomas,Nejlor,1971,Ujedinjeno Kraljevstvo
14148,Viktorija,Žilina,1949,Sjedinjene Američke Države
14149,Aleksandr,Adamčik,1959,Poljska
14150,Sara,Pekkanen,1964,Sjedinjene Američke Države
14151,Grir,Hendriks,1985,Sjedinjene Američke Države
14152,Edit,Uorton,1862,Sjedinjene Američke Države
14153,P.,Vasileva,1957,Ujedinjeno Kraljevstvo
14154,D.,Kačurovskaja,1941,Sjedinjene Američke Države
14155,A.,Mihajlova,1989,Rusija
14156,S.,Feoktisova,1994,Rusija
14157,Aleksandr,Borodulin,1988,Poljska
14158,Sergej,Serenev,1964,Nemačka
14159,Džon,Norvič,1929,Ujedinjeno Kraljevstvo
14160,Dina,Brodskaja,1906,Sjedinjene Američke Države
14161,Valerij,Zamorjonov,1965,Rusija
14162,Vladlen,Sirotkin,1961,Rusija
14163,Natalja,Grejs,1974,Rusija
14164,Konstantin,Rostaš,1963,Sjedinjene Američke Države
14165,Aelita,Kowarska,1933,Nemačka
14166,Kirill,Evstigneev,1917,Savez Sovjetskih Socijalističkih Republika
14167,Jozef,Rot,1894,Austrija
14168,Marija,Ternova,1979,Rusija
14169,Vladimir,Veličko,1884,Ruska Imperija
14170,Aleksandr,Ledovskoj,1980,Sjedinjene Američke Države
14171,Ekaterina,Daškova,1778,Italija
14172,Denis,Vlasov,2001,Srbija
14173,Meri,Šelli,1974,Francuska
14174,Dik,Frensis,1943,Rusija
14175,Nikolaj,Batin,1978,Nemačka
14176,Ilja,Tihonov,1987,Rusija
14177,Ann,Bakjus,1983,Rusija
14178,Nikolaj,Koldirkaev,1981,Ujedinjeno Kraljevstvo
14179,Darja,Teplova,1961,Ujedinjeno Kraljevstvo
14180,Irina,Antonova,1971,Rusija
14181,Oksana,Išanina,1976,Srbija
14182,Dmitrij,Uglev,1975,Rusija
14183,Greg,Gifjun,1975,Nemačka
14184,Kirana,Li,1984,Sjedinjene Američke Države
14185,Li,Gallaher,1981,Sjedinjene Američke Države
14186,Aleksandr,Romanov,1955,Nemačka
14187,Konstantin,Mislovskij,1973,Rusija
14188,Viktor,Francev,1996,Francuska
14189,Konstantin,Sibikeev,1990,Rusija
14190,Sergej,Majdukov,1987,Poljska
14191,Vadim,Suhačevskij,1977,Nemačka
14192,Džeff,Sazerlend,1941,Sjedinjene Američke Države
14193,Georgij,Bovt,1960,Rusija
14194,Toni,Morrison,1931,Sjedinjene Američke Države
14195,Stiven,Kallahen,1952,Sjedinjene Američke Države
14196,Adam,Markel,1990,Sjedinjene Američke Države
14197,Sjuzen,MakKlajn,1993,Sjedinjene Američke Države
14198,Anastasija,Verner,1983,Rusija
14199,Brajan,Oldiss,1937,Rusija
14200,Džulija,Karlson,1988,Rusija
14201,Margo,Guralnik,1989,Ujedinjeno Kraljevstvo
14202,Andrej,Muhomorov,1950,Nemačka
14203,Odri,Hepbern,1956,Rusija
14204,Koko,Šanel,1883,Francuska
14205,Karl,Jung,1852,Nemačka
14206,Nadežda,Žarkova,1904,Sjedinjene Američke Države
14207,Anri,Barbjus,1873,Francuska
14208,Olga,Arsid,1989,Ujedinjeno Kraljevstvo
14209,Ljudmila,Jurilina,1967,Rusija
14210,Aleksandr,Volk,1992,Rusija
14211,Marija,Korčagina,1900,Savez Sovjetskih Socijalističkih Republika
14212,Vadim,Hačikov,1987,Rusija
14213,Vjačeslav,Menšikov,1975,Rusija
14214,Aleksandr,Musihin,1971,Nemačka
14215,Filipp,Majer,1962,Rusija
14216,Vadim,Prjahin,1980,Rusija
14217,Aleksandr,Ivanickij,1937,Rusija
14218,Mihail,Rožkov,1974,Rusija
14219,Ekaterina,Djužakova,1977,Rusija
14220,Zafira,Lajter,1962,Ujedinjeno Kraljevstvo
14221,Pija,Edberg,1987,Ujedinjeno Kraljevstvo
14222,Vasilij,Karasev,1938,Rusija
14223,Dobri,Čintulov,1822,Bugarska
14224,Konstantin,Ščeglov,1978,Sjedinjene Američke Države
14225,Nikolaj,Bespalov,1921,Rusija
14226,Valentina,Šebeko,1971,Rusija
14227,Nikolaj,Ursul,1986,Rusija
14228,Soslan,Pliev,1992,Nemačka
14229,Marija,Homjakova,1973,Rusija
14230,Natalja,Obrazcova,1972,Ujedinjeno Kraljevstvo
14231,Ekaterina,Kouti,1962,Italija
14232,Kerri,Grinberg,1982,Nemačka
14233,Dmitrij,Arkov,1985,Rusija
14234,Henson,Bolduin,1903,Sjedinjene Američke Države
14235,Andrej,Rjabokon,1964,Sjedinjene Američke Države
14236,Noj,Houli,1967,Sjedinjene Američke Države
14237,Lili,Black,1966,Sjedinjene Američke Države
14238,Anna,Titovskaja,1980,Sjedinjene Američke Države
14239,Viktorija,Širing,1969,Sjedinjene Američke Države
14240,Dmitrij,Leontev,1987,Kanada
14241,Viktor,Proklov,1907,Savez Sovjetskih Socijalističkih Republika
14242,Valerij,Korovin,1991,Rusija
14243,Šinejd,Ficgibbon,1959,Italija
14244,Vsevolod,Kukuškin,1942,Rusija
14245,Tatjana,Musihina,1969,Sjedinjene Američke Države
14246,Olga,Kiseleva,1961,Rusija
14247,Anna,Černih,1965,Rusija
14248,Volf,Messing,1993,Rusija
14249,Ed,Miller,1955,Sjedinjene Američke Države
14250,Sanni,Meta,1954,Srbija
14251,Mett,Flinn,1968,Rusija
14252,Elena,Moiseeva,1971,Rusija
14253,Vitalij,Čerenkov,1964,Ujedinjeno Kraljevstvo
14254,Ksenija,Korol,1969,Ujedinjeno Kraljevstvo
14255,Sergej,Žarkovskij,1987,Rusija
14256,Og,Mandino,1923,Sjedinjene Američke Države
14257,Galina,Mišarina,1939,Rusija
14258,Dmitrij,Ilovajskij,1803,Poljska
14259,Dina,Ilina,1985,Nemačka
14260,Anastasija,Elberg,1937,Ujedinjeno Kraljevstvo
14261,Oksana,Manojlo,1964,Rusija
14262,Hans,Encensberger,1987,Rusija
14263,Vukan,Vučik,1935,Sjedinjene Američke Države
14264,Aleksandr,Vitkovskij,1983,Srbija
14265,Aleksej,Mosalov,1976,Rusija
14266,Ivan,Šarapov,1948,Sjedinjene Američke Države
14267,Valerij,Alekseev,1960,Rusija
14268,Ivan,Zjuzjukin,1986,Rusija
14269,Jurij,Kozlov,1957,Rusija
14270,Irina,Poljanskaja,1952,Rusija
14271,Nina,Orlova,1971,Rusija
14272,Evgenij,Tuinov,1971,Rusija
14273,Natalja,Laskina,1980,Francuska
14274,Zoja,Sokol,1976,Sjedinjene Američke Države
14275,Sergej,Sinelnikov,1962,Sjedinjene Američke Države
14276,Ksenija,Zubareva,1964,Sjedinjene Američke Države
14277,Elena,Lebedeva,1977,Uzbekistan
14278,Romena,Avgustova,1973,Rusija
14279,Nikolaj,Angolenko,1966,Sjedinjene Američke Države
14280,Vjačeslav,Vjuga,1947,Rusija
14281,Marina,Voronina,1988,Ujedinjeno Kraljevstvo
14282,Robert,Guld,1955,Rusija
14283,Uiljam,Gilder,1838,Sjedinjene Američke Države
14284,A.,Akulova,1988,Sjedinjene Američke Države
14285,T.,Kovelina,1968,Nemačka
14286,S.,Samojlov,1988,Ujedinjeno Kraljevstvo
14287,V.,Šalin,1990,Francuska
14288,Čarlz,Uilan,1966,Sjedinjene Američke Države
14289,Pavel,Grudinin,1960,Rusija
14290,Karel,Čapek,1890,Čehoslovačka
14291,Marija,Strelova,1981,Rusija
14292,Elena,Ditsar,1974,Nemačka
14293,Džek,Majer,1970,Sjedinjene Američke Države
14294,Valentin,Kolesov,1931,Rusija
14295,Mihail,Kazancev,1927,Savez Sovjetskih Socijalističkih Republika
14296,Aleksandra,Derbenjova,1955,Sjedinjene Američke Države
14297,Kit,Ričards,1943,Ujedinjeno Kraljevstvo
14298,Kakudzo,Okakura,1977,Rusija
14299,Aleksandr,Režabek,1971,Japan
14300,N.,Burdikina,1846,Rusija
14301,Mihail,Savinov,1982,Rusija
14302,Margarita,Emelina,1966,Rusija
14303,Pavel,Filin,1964,Sjedinjene Američke Države
14304,Aleksandr,Bolnih,1977,Rusija
14305,Tatjana,Bespalova,1964,Rusija
14306,Anna,Vetlugina,1965,Rusija
14307,Sergej,Sizarev,1982,Italija
14308,Aleksandr,Muzafarov,1981,Sjedinjene Američke Države
14309,Dmitrij,Maksimenko,1993,Francuska
14310,Ljudmila,Rosoha,1984,Rusija
14311,Dmitrij,Rosoha,1973,Poljska
14312,Eben,Aleksander,1955,Nemačka
14313,Aljona,Holmirzaeva,1990,Rusija
14314,Larisa,Bortnikova,1968,Rusija
14315,Evgenij,Holmuratov,1996,Italija
14316,Nekto,Ljuboj,1977,Ujedinjeno Kraljevstvo
14317,Vladimir,Daragan,1940,Sjedinjene Američke Države
14318,Lev,Veršinin,1955,Sjedinjene Američke Države
14319,Piter,Frankopan,1971,Ujedinjeno Kraljevstvo
14320,Irina,Kalistratova,1943,Sjedinjene Američke Države
14321,Natalja,Morgunova,1941,Sjedinjene Američke Države
14322,Vladimir,Stolnij,1961,Rusija
14323,Natalija,Pomelnikova,1975,Rusija
14324,mitropolit Veniamin,(Fedčenkov),1931,Sjedinjene Američke Države
14325,Anna,Litvinjuk,1974,Francuska
14326,Tatjana,Salvoni,1984,Ujedinjeno Kraljevstvo
14327,Nikolaj,Zlobin,1931,Savez Sovjetskih Socijalističkih Republika
14328,Dmitrij,Kiseljov,1978,Rusija
14329,Edgar,Doktorou,1931,Sjedinjene Američke Države
14330,Bill,Braun,1954,Rusija
14331,Sonja,Ambris,1962,Srbija
14332,Svetlana,Koroleva,1985,Ujedinjeno Kraljevstvo
14333,Vladimir,Graboveckij,1928,Ukrajina
14334,Sergej,Djačenko,1945,Sjedinjene Američke Države
14335,Vika,Kisimjaka,1970,Rusija
14336,Semen,Panov,1940,Rusija
14337,Išmael,Bih,1980,Sijera Leone
14338,Anton,Monin,1965,Rusija
14339,Irina,Lakoto,1992,Ujedinjeno Kraljevstvo
14340,Džeremi,Jork,1963,Francuska
14341,Ruslan,Ošarov,1954,Rusija
14342,Evgenija,Bes,1975,Nemačka
14343,Maksimilian,Šah,1967,Italija
14344,Daniil,Aksenov,1991,Rusija
14345,Nikolaj,Dobronravov,1928,Rusija
14346,Julija,Poljuško,1964,Ujedinjeno Kraljevstvo
14347,Vita,Han-Magomedova,1934,Rusija
14348,Aleksandr,Čudakov,1968,Rusija
14349,Maks,Veber,1968,Rusija
14350,Avril,Tremejn,1959,Ujedinjeno Kraljevstvo
14351,Hajnc,Felfe,1918,Nemačka
